Content,Target
No calls..messages..missed calls,0
"Images of flood survivors in India's Uttarakhand state, by Ronny Sen. http://t.co/uzmtSd3MVJ",0
I will come tomorrow di,0
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0
Your pussy is perfect!,0
Ok then no need to tell me anything i am going to sleep good night,0
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0
RT @nicoleewayne: ♦ http://t.co/FgRan4KMLW 593 ♦ earthquake ♦ Northern California braces for aftershocks after magnitude 6.0 earthquake htt…,0
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0
Wake up from a nap to a full chicken dinner 🙌🙌🙌 Ahhh yeaaaaah,-1
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,-1
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0
Does uncle timi help in clearing cars,0
California Earthquake: No Early Warning System http://t.co/AfKiuDjnZz,0
"(#Dime_Landy) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been dam... http://t.co/yXohQ9LEVM (#Dime_Landy)",1
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,0
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0
RT @USATODAY: California's 6.0 quake Sunday was the largest to hit the Bay Area since 1989 http://t.co/egWoDEpOR2 (Photo @AP) http://t.co/y…,0
100 dating service cal;l 09064012103 box334sk38ch,-1
"Latest : State flood toll rises to 45, over 30 lakh affected - Times of India: The HinduState floo... http://t.co/N0q12DvL8M #IndianNews",0
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,0
Sleep-Tracking Data Shows Who Was Jolted Awake By The Napa Earthquake | Fast Company | Business + Innovation http://t.co/Wngu2A6bFt,0
→ #IsraelDice °_° ￼ Losses From California Quake Could Top $1 Billion: The magnitude-6.0 earth... http://t.co/g6ZXRgCQAb #IsraelGarciaRD,0
Northern California earthquake is the strongest in 25 years - CNN: CNNNorthern California earthquake is the strongest in 25 yearsCNN(...,0
Ladies first and genus second k .,0
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",0
@segwaynapa Know someone who experienced property damage in the #Napaquake? You may need expert #TaxAdvice. http://t.co/tJuR01Tdgv,1
Come to medical college at 7pm ......forward it da,0
Wish u many many returns of the day.. Happy birthday vikky..,0
RT @janinebucks: ¦ http://t.co/WiC5qd54we 306 ¦ State of Emergency Declared After California Earthquake ¦ Jerry Brown declared a state of e…,0
RT @MurliSharmaBJP: #Odisha's farmers suffer huge crop loss in floods http://t.co/BbIVjRaEnp… http://t.co/nds2jkoTma @PMOIndia @BJPRajnathS…,1
Then any special there?,0
"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",0
Can you talk with me..,0
Bay Area earthquake leaves Angels shaken and stirred http://t.co/9AMkeloq6W #california,0
I will come tomorrow di,0
I am in office:)whats the matter..msg me now.i will call you at break:).,0
Do you work all this week ?,0
"UP floods claim 41 lives, over 1,000 villages hit: The toll in Uttar Pradesh floods on Monda... http://t.co/lmS4V7qDQe via @timesofindia",1
#Akansha_Gautam #India #Indian Detroit area hit by severe flooding; 1 woman dies http://t.co/TsJNZmnXxM #SuryaRay  #RosyDecosta,1
RT @ReadySet_SALUTE: You Say You Care But You Don't Care Like How I Care &amp; Thats Fucked Up !,-1
have you ever had one foot before?,0
Where you. What happen,0
Oh k k:)but he is not a big hitter.anyway good,0
RT @Zamaanie: Zionist US supplies Israel with WMD for Terrorism #Israel #Gaza #Palestine #USA #Ferguson #UK #US #napaquake #p2 http://t.co/…,-1
"Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and rough... http://t.co/rHVNXzyXSU #NewYorkTimes",1
"(#Houston_0998) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been... http://t.co/ssgaokmt2S (#Houston_0998)",1
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,0
URGENT! We are trying to contact U Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,-1
Can u get pic msgs to your phone?,0
Hey they r not watching movie tonight so i'll prob b home early...,0
"Alright if you're sure, let me know when you're leaving",0
I'm home...,0
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",-1
"Hundreds dead as monsoon brings chaos to northern India, Nepal http://t.co/BM3wmAcsxy #NLU",1
#uk #nbl #usa #news Many dead in Nepal and India floods  http://t.co/O6P5UhEX8T,1
What you doing?how are you?,0
"Flood Fury in North India: Dozens Killed, Lakhs Affected: Heavy monsoon rains have created flood hav... http://t.co/vHa87B81j8 via @NDTV",1
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,-1
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, �3 per pole. UnSub 08718727870.",-1
"RT @TheWatchers_: India's monsoon rains are changing - Heavy rain and extreme floods devastate Odisha, India (again) http://t.co/wQNyzrQIVu",1
Jus came back fr lunch wif my sis only. U leh?,0
China News- Scores Killed in Flooding in Nepal and India http://t.co/1tO7yRdCw3,1
"RT @NWSIndianapolis: Numerous T-storms through Monday PM, flooding possible due to slow storm motion. #inwx #n http://t.co/Y5LdtS5JnH",0
RT @ABC7Robert: Recovery efforts in #Napa continue after a magnitude 6.0 #earthquake caused serious damage and injuries. Latest @ 11 http:/…,1
"RT @wantingHoranhug: @NiallOfficial   ☆You light up my world. Thanks for being in my life. Read this? → http://t.co/U6DZbs2tiJ Take care, I…",-1
"RT @BopsieChroedar: Deaths Climb From India, Nepal Floods  via @josephjett #India http://t.co/XDlH2Pzh7u",1
"I'll text carlos and let you know, hang on",0
#NaturalDisasters Many dead in Nepal and India floods: …  to have been killed in floods and landslides followi...  http://t.co/Xwwr4mwTw4,1
"Given the price of the area, this isn't a surprise. Napa earthquake could cost insurers $2.1B, cat bonds likely safe http://t.co/tQ10KKZwZr",0
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,0
Yup i'm elaborating on the safety aspects and some other issues..,0
I don't feel like staying up right now but you know. Friends always gotta keep a nigga up 😒,-1
You have 1 new voicemail. Please call 08719181513.,-1
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,-1
Early bird! Any purchases yet?,0
"RT @ChannelNewsAsia: Flooding in eastern India kills 45 people and displaces more than 300,000 http://t.co/FGhiFRszQc http://t.co/b9XvfT6OtR",1
Remind me how to get there and I shall do so,0
"I say hol up, i just wanna ball like a grown up",-1
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0
"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",0
"G says you never answer your texts, confirm/deny",0
Rip Robin Williams ! honestly i don't have any idea about him . my page is flood with #RIPRobinWilliams was he that popular in India ?,-1
I'm awake oh. What's up.,0
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,-1
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,0
You do what all you like,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
But am going to college pa. What to do. are else ill come there it self. Pa.,0
"Check out this article from @FOXNews. 180 dead as floods wash away homes in Nepal, India: http://t.co/4ROXM0EhGb",1
Ok leave no need to ask,0
South Napa Earthquake: Which Fault’s at Fault? - http://t.co/HAFmURPNKl,0
RT @sisirpanigrahy1: #Odisha:The critically injured villager admitted to MKCGMCH in Berhampur city @NewIndianXpress.,1
"http://t.co/9Jswz3w1yU Flood Fury in North India: Dozens Killed, Lakhs Affected: Heavy monsoon ... http://t.co/lwM9xjNpxn #androidnewsapp",1
New post on EPH by @bobbykapur: Napa Earthquake: Wine Country Shaken but not Stirred http://t.co/rMcTvrptPw #napaearthquake,0
FREE entry into our �250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,-1
"Sorry, I'll call later in meeting",0
"It wont b until 2.15 as trying 2 sort house out, is that ok?",0
"#Team_Wolf1 Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged... http://t.co/6dIyQI9rfl #Team_Wolf1",1
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,-1
URGENT! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,-1
Ok lor then we go tog lor...,0
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!,-1
RT @CHlLDHOODRUINER: kids be too happy when u pick them up 😂😂 https://t.co/4WA1a8JCcJ,-1
Call me when you get the chance plz &lt;3,0
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",-1
http://t.co/hRorjYYEqu #porn #gay #sex #sexo #porno #xnxx #ksa #uae #sexfilme #pornos #xxx Scores Killed in Flooding in Nepal and India,1
Ok. C u then.,0
I just lov this line: \Hurt me with the truth,0
RT @RAIDERS: Raiders @ProFootballHOF Willie Brown represents the Silver &amp; Black in Napa as the team helps with earthquake relief. http://t.…,0
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,0
Wa... U so efficient... Gee... Thanx...,0
"#Adult #Porn #STD California wine country rocked by 6.0 quake, dozens hurt: NAPA Calif. (Reuters) - A 6.0 magn... http://t.co/16nTUGswPR",1
K. I will sent it again,0
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",0
#India: #Four killed as train hits tempo in Bihar - http://t.co/Vu7CvWWd2p,1
So i asked how's anthony. Dad. And your bf,0
"News: ""...strongest quake to hit Northern California since 1989.""  Double meanings have never been this accurate.",0
"Deaths Climb from India, Nepal Floods: The death toll from flash floods and landslides in western Nepal and no... http://t.co/g0uPbpCqCR",1
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,0
When should I come over?,0
#breakingnews Small Winemakers Assess Napa Quake Damage: Small independent vintners who stored wine barrels in... http://t.co/h31Oiv89rv,1
"University of California, Berkeley ShakeAlert system gave 10-second warning of 'light' shaking before earthquake-... http://t.co/BJRa7TVSjO",0
Still in customer place,0
THE NATIONAL WEATHER SERVICE IN NORTHERN INDIANA HAS ISSUED AN FLOOD ADVISORY FOR WABASH COUNTY UNTIL 2:30 PM. http://t.co/x6wDR8YrtR,1
Did u got that persons story,0
RT @IndiaNewsForum: Flood-like situation in Rajasthan; Army deployed to rescue people - Daily News &amp; Analysis http://t.co/46QxSZLgSA,0
I hope it rains on you maybe a little bit of lightning too!! I hope it comes like a flood! #indiana… http://t.co/3ABPnEAmK2,-1
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,0
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0
"Quake is major test for hard-luck California city: VALLEJO, Calif. (AP) — The historic blue-collar town of... http://t.co/hDzlVufGwz",0
"Believe it or not, but the 6.0 earthquake in California did some damage at wineries all across Napa. via @nytimes http://t.co/Gfbnuy29Sh",1
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x�150pw to e�nd txt stop",-1
Which is weird because I know I had it at one point,0
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",-1
I have no problem with Ramirez sac-bunting dudes to second every time up in front of Brantley,-1
"Our #NapaQuake coverage continues from 11pm to midnight on NBC Bay Area. The latest on injuries, outages and damages. http://t.co/UfDr2bmgx0",-1
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,-1
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",-1
We've relocated @BBCClick 's reporter @davidjreid to Delhi and it's a bit wet! http://t.co/hcaSVzyyyR Please flood him with India tech ideas,-1
[Breaking] Death toll from 3 days of flooding and torrential rain in Nepal and India rises to more than 180 pe... http://t.co/tHJsK1m8Uq,1
Yup ok thanx...,0
RT @ginalimp: USA » NEWS » http://t.co/6wwl9H34ya HOT NEWS 862 Earthquake Northern California Struck by 6.0 Magnitude Earthquake #Earthquak…,0
Lol they were mad at first but then they woke up and gave in.,0
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0
"More Than 100 Water Lines Still Broken After Napa Earthquake, 10 Sinkholes Found #Sacramento http://t.co/Xd9MpBCNDh",1
"#TeamYamita Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been... http://t.co/kxB0n3bewn Unete A #TeamYamita",1
Pls pls find out from aunt nike.,0
"Floods, Landslides Kill 240 In Nepal, India Announces 30 Million As Relief Fund: Floods, Landslides Kill 240 i... http://t.co/MiPIjLQ6ZF",1
Hui xin is in da lib.,0
When you tryna FaceTime but Jambo is tryna turn up http://t.co/LP6GHotyeL,-1
Hi happy birthday. Hi hi hi hi hi hi hi,0
Somebody should go to andros and steal ice,0
"follow  frederick_x5 Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in no...  follow  frederick_x5",1
"Trust me. Even if isn't there, its there.",0
"Flooding in Nepal and India has killed 89 people, left 109 missing, and sparked fear of a #CholeraOutbreak. http://t.co/3GxyUacKEk",1
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0
"Floods wreak havoc in Uttar Pradesh, Uttarakhand, Assam, Bihar; lakhs affected http://t.co/Nuv6tvJ0ww.. #india",0
Try to do something dear. You read something for exams,0
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,0
Napa earthquake: Power restored to thousands; cleanup continues - Los Angeles Times http://t.co/gBuTieoD0H,1
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0
"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only �1.50/wk.""",-1
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",0
gotta stay prayed up!🙏,0
Feel like trying kadeem again? :V,0
URGENT We are trying to contact you Last weekends draw shows u have won a �1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,-1
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0
"RT @nicoleewayne: → USA http://t.co/qUcQA9dKfn → Scores of aftershocks from Napa earthquake felt, more on the way USA → Officials have warn…",0
Please da call me any mistake from my side sorry da. Pls da goto doctor.,0
VIDEO: Aerial footage of flooding in Kathmandu http://t.co/ySl5NkEjsA #makeinindia,0
"They can try! They can get lost, in fact. Tee hee",0
I forgot 2 ask �_ all smth.. There's a card on da present lei... How? �� all want 2 write smth or sign on it?,0
Still i have not checked it da. . .,0
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",0
You have got tallent but you are wasting.,0
RT @DailyMail: Northern California still at risk of aftershocks from largest earthquake since 1989 http://t.co/L4wuRRPyDA,1
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0
RT @lilid426: Everyone has all these intense relationship goals when my goal is just getting in a relationship and having someone put up wi…,-1
I love your ass! Do you enjoy doggy style? :),0
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,0
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",0
"Cool, I'll text you in a few",0
"URGENT!! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",-1
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",0
TELL HER I SAID EAT SHIT.,0
"""@vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea ... http://t.co/2LbJCxEG5i",0
S but not able to sleep.,0
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0
"#SuryaRay @Akansha_Gautam Flood Fury in North India: Dozens Killed, Lakhs Affected http://t.co/KheGlBfGOd #India #Indian @SuryaRay",1
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",0
My bitch roll my weed up.,-1
"Ela kano.,il download, come wen ur free..",0
I'm not coming home 4 dinner.,0
"Storm News: India's monsoon rains are changing - Heavy rain and extreme floods devastate Odisha, India (again)... http://t.co/4vgkfYYcMo",0
Excellent! RT @setra: Senate to look at earthquake risks at California nuke plant http://t.co/AjwoESg3Fo,0
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,-1
\HEY KATE,0
"Deadly monsoon hits India, Nepal http://t.co/QvjQi9HXjP @pintorcubano",0
"yeah, that's what I was thinking",0
"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW",1
"K, want us to come by now?",0
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo 0 jeetey hai..........",0
"Damn, can you make it tonight or do you want to just wait til tomorrow",0
"RT @IndianExpress: NEWS FLASH: Four killed in train-auto collision in Bihar, NDTV reports",1
Did u find out what time the bus is at coz i need to sort some stuff out.,0
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0
So the sun is anti sleep medicine.,0
Am watching house ��� very entertaining ��� am getting the whole hugh laurie thing ��� even with the stick ��� indeed especially with the stick.,0
I told that am coming on wednesday.,0
RT @Lahlahlindsey: MY TEAM MT @vickydnguyen: Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll ht…,-1
Will never understand why lads try It then go round making shit rumours up when you reject them😴,-1
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,0
"I'm not sure, I was just checking out what was happening around the area",0
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,0
Sure! I am driving but will reach my destination soon.,0
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,-1
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",0
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",0
"RT @RobMayeda: The latest on damage, injuries and aftershocks as our #napaquake coverage continues 8-10p @rajmathai @JessAguirreNBC http://…",1
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",0
USA Today gives the low down on #napaquake. Our thoughts go out to all those affected. Read all about it here   http://t.co/lFPJG3O2Qk,0
"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",0
Finished class where are you.,0
#vote5sos because they truly deserve no matter how far stuck up your ass you are can't deny that x32,-1
Huh i cant thk of more oredi how many pages do we have?,0
U know we watchin at lido?,0
Behind the scenes in Sunday's Napa earthquake response http://t.co/tYQ52Ic2wB,0
He remains a bro amongst bros,0
RT @ChandrusWeb: what is NDRF doing? RT @HeadlinesIndia: Army alerted as floods wreck havoc in UP,0
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0
Raiders Assist in Napa Earthquake Recovery Efforts http://t.co/OyRLtPfwhV,1
But i haf enuff space got like 4 mb...,0
"Monsoon floods in Nepal and India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/wXvHLhZuys (The Associated Press)",1
Tech taking over - Data Shows How Many Woke Up During the Napa Earthquake http://t.co/ZCdWDobUVs #GettingCrippy,0
"Flooding in Nepal, India Kills At Least 180 - http://t.co/g3eZ80Om72 @weatherchannel http://t.co/873H0e0PiU",1
Probably earlier than that if the station's where I think it is,0
Can you use foreign stamps for whatever you send them off for?,0
U reach orchard already? U wan 2 go buy tickets first?,0
#floods #ukfloods - Many dead in Nepal and India floods: At least 160 people are reported to have been killed ... http://t.co/SSb1MjoDGm,1
I'm home. Doc gave me pain meds says everything is fine.,0
Seems as though most Napa wineries were not insured for quake losses. While harvest was least affected many suffered damage to facilities.,1
Where are you?when wil you reach here?,0
(#Diime_Daniiel) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks i... http://t.co/C2RysWAwe7 (@Diime_Daniiel),1
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0
I accidentally brought em home in the box,0
5 nights...We nt staying at port step liao...Too ex,0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopters carrying supplies sent to cutoff village...,1
Yar else i'll thk of all sorts of funny things.,0
"Nitish's native place, 13 districts of Bihar affected by flood: Patna, Aug 18: Four more districts incl... http://t.co/sanWBKaiE8 #india",1
"Latest humanitarian snapshot highlights flooding in Cambodia, Bangladesh, Nepal and India http://t.co/nlh1d2EctC",0
RT @berge31: Mashable Readers Describe the Napa Earthquake http://t.co/wgbgLbtBl4   Northern California was rattled early Sunday morning by…,0
Yun ah.now �_ wkg where?btw if �_ go nus sc. �� wana specialise in wad?,0
RT @nbcbayarea: #BREAKING California Gov. Jerry Brown has declared a state of emergency following 6.1-magnitude earthquake #napaquake...,1
I asked sen to come chennai and search for job.,0
USA » NEWS » http://t.co/IX0MDCTmVC HOT NEWS 494 Earthquake Damage From Northern California Earthquake Could Reach $1 Billion #Earthquake U…,1
Are you still getting the goods.,0
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",-1
I cant pick the phone right now. Pls send a message,0
Ok lor...,0
Shall i ask one thing if you dont mistake me.,0
@la_patilla Earthquakes in California and Peru does the mega-earthquake is coming? http://t.co/0djR3hfiNW Spanish,-1
Thanks. Fills me with complete calm and reassurance!,0
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,0
"URGENT!! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",-1
Gam gone after outstanding innings.,0
"Total disappointment, when I texted you was the craziest shit got :(",0
Great. P diddy is my neighbor and comes for toothpaste every morning,0
Latest : Tidal Surge Slows Down Flood Water Discharge - The New Indian Express: The New Indian Exp... http://t.co/1bZibE0YHN #IndianNews,0
Yun buying... But school got offer 2000 plus only...,0
Actually getting ready to leave the house.,0
But really quite funny lor wat... Then u shd haf run shorter distance wat...,0
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0
RT @ReformedBroker: Applause RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters find upside to quake damage. http…,-1
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",0
Where are you lover ? I need you ...,0
If you r @ home then come down within 5 min,0
"East India floods kill 45, leave 300,000 villagers marooned http://t.co/3fcl00oVhf via @TR_Foundation #odisha #india #monsoons #floods",1
Dear good morning now only i am up,0
Heavy rain across Northeast Indiana and Northwest Ohio where numerous flood advisories are in effect. #INwx #OHwx http://t.co/lvGTuYNIxY,0
California Wine Country Quake Losses Seen in the Billions http://t.co/jMvBiX7DCJ #tcot #teaparty #obama #sgp #tgdn,0
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0
"ASIA News: Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in northern a... http://t.co/KKoEio9QOc",1
I want to lick your pussy now...,0
"RT @FL0RALASH: But seriously why do people even say that the boys are breaking up, that's just irrelevant tbh #1Dtoliveonforever",-1
"K I'm ready,  &lt;#&gt; ?",0
Dont you have message offer,0
"Velly good, yes please!",0
"Sorry my roommates took forever, it ok if I come by now?",0
Scores Killed in Flooding in Nepal and India https://t.co/yW5LTwBhEq via @zimako6,1
Reply to win �100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,-1
"I'm in solihull, | do you want anything?",0
"USGS: M 2.6 - 22km ENE of Soledad, California: DYFI? - ITime2014-08-26 19:15:44 UTC2014-08... http://t.co/Eo7wOlW2zO #earthquake #tremor",-1
How is your schedule next week? I am out of town this weekend.,0
UAV footage of the damage from the 6.0 quake that hit Napa Valley earlier this week: http://t.co/noojiBA4h5  #flysparo #napaquake #drones,0
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",0
So I signed up to liverpool's clearing thing before results (keeping my options open and all that jazz) and today I get a phone call...,-1
"Aight that'll work, thanks",0
